,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,score_proba
18337,29,51996,RENT,13.0,VENTURE,D,20000,,0.38,Y,5,1,0.8061011694702868
11734,23,80000,RENT,5.0,PERSONAL,A,10000,8.49,0.13,N,2,0,0.06014252676859665
18173,30,165000,MORTGAGE,3.0,EDUCATION,D,5000,15.62,0.03,Y,10,0,0.17832595963634335
30903,37,70000,MORTGAGE,2.0,VENTURE,B,30000,10.65,0.43,N,14,0,0.12936381614139209
29914,38,96000,RENT,18.0,HOMEIMPROVEMENT,F,10000,19.04,0.1,N,14,0,0.7262676560395969
18777,28,26400,MORTGAGE,4.0,MEDICAL,A,3000,6.17,0.11,N,6,0,0.05254445745235345
9347,24,65000,RENT,5.0,PERSONAL,B,8000,9.63,0.12,N,3,0,0.08089681484851305
15110,22,122000,MORTGAGE,6.0,MEDICAL,A,6000,6.92,0.05,N,2,0,0.021276622421506713
191,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,0.37,N,4,1,0.18833851820082134
19307,34,54600,RENT,2.0,MEDICAL,A,2500,7.88,0.05,N,8,0,0.06728862831556856
13326,22,90000,MORTGAGE,6.0,EDUCATION,B,6400,9.88,0.07,N,3,0,0.018823306252477436
16414,21,30000,RENT,5.0,PERSONAL,B,10000,11.99,0.33,N,3,1,0.5634238767734695
26301,31,78000,RENT,1.0,DEBTCONSOLIDATION,A,14000,9.63,0.18,N,9,0,0.1471648862703012
16858,23,58000,MORTGAGE,8.0,VENTURE,C,8000,13.61,0.14,Y,4,0,0.0445710991260209
851,25,130000,RENT,0.0,PERSONAL,C,20000,15.27,0.15,N,2,0,0.07502155765836425
967,23,39996,RENT,2.0,EDUCATION,B,18000,9.25,0.45,N,4,1,0.6411784555240394
23891,30,67000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,6.99,0.15,N,6,0,0.05796590237734
19691,27,12240,RENT,0.0,VENTURE,B,3250,10.36,0.27,N,9,1,0.3990077242905193
26066,33,95000,MORTGAGE,1.0,EDUCATION,D,24000,12.92,0.25,Y,5,0,0.2827353969083534
28424,28,66725,RENT,3.0,MEDICAL,D,9000,16.29,0.11,N,8,1,0.6428121419207872
89,22,70000,RENT,4.0,EDUCATION,C,27500,13.06,0.39,Y,3,1,0.3255205216220392
26023,27,58000,RENT,3.0,VENTURE,B,13000,11.58,0.22,N,7,0,0.12032048073246869
19804,29,18000,RENT,2.0,EDUCATION,C,3600,15.27,0.2,N,6,1,0.36249197783866977
27234,32,128004,OWN,0.0,VENTURE,A,11000,,0.09,N,8,0,0.0025047194189904537
23200,29,17676,RENT,3.0,EDUCATION,C,5000,13.11,0.28,Y,10,1,0.534247241501196
4925,24,40000,RENT,6.0,MEDICAL,A,5000,6.17,0.13,N,3,0,0.1174835093949816
9212,26,21000,RENT,3.0,PERSONAL,A,5000,6.99,0.24,N,3,0,0.27919507673703126
17803,25,29000,RENT,9.0,EDUCATION,A,3000,6.62,0.1,N,4,1,0.0510092396965863
4552,25,41004,OWN,1.0,PERSONAL,B,12000,,0.29,N,2,0,0.05204268477638933
4102,23,21000,RENT,3.0,EDUCATION,A,4200,,0.2,N,3,0,0.2076221394911501
14744,23,113316,MORTGAGE,7.0,EDUCATION,B,3000,,0.03,N,3,0,0.017535160258778527
7974,23,90000,RENT,1.0,MEDICAL,B,7000,10.65,0.08,N,2,0,0.09606131393177111
27009,29,120000,OWN,11.0,DEBTCONSOLIDATION,D,5000,14.09,0.04,Y,6,0,0.08545056468042064
16941,22,24432,RENT,0.0,EDUCATION,B,2000,11.36,0.08,N,3,0,0.0809410124422738
8630,25,59650,MORTGAGE,9.0,PERSONAL,C,10000,13.61,0.17,Y,2,0,0.08312310121043258
31375,41,90000,OWN,12.0,VENTURE,A,8000,7.51,0.09,N,16,0,0.002120134861767564
4235,24,40000,MORTGAGE,4.0,MEDICAL,B,3500,8.88,0.09,N,2,0,0.056830549871004415
1099,23,49270,RENT,7.0,DEBTCONSOLIDATION,C,17500,13.85,0.36,N,4,1,0.70001061290775
26425,27,101000,MORTGAGE,1.0,PERSONAL,D,20000,,0.2,N,8,0,0.27456220559984157
28330,28,115000,RENT,0.0,HOMEIMPROVEMENT,A,2850,6.54,0.02,N,7,0,0.05773736265894117
19062,30,12500,RENT,0.0,PERSONAL,D,2100,12.49,0.17,Y,7,1,0.785291563279149
20744,27,38004,RENT,8.0,MEDICAL,A,5000,9.63,0.13,N,10,0,0.14380367935952093
30098,42,45760,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9600,7.51,0.21,N,17,0,0.12071249302285497
8156,26,41400,RENT,5.0,DEBTCONSOLIDATION,B,7300,9.45,0.18,N,4,0,0.2717328199406926
9900,26,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,5.42,0.08,N,4,0,0.03476938121422928
21755,34,44000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,4500,12.98,0.1,N,6,1,0.10475068965132851
7507,22,77182,RENT,6.0,EDUCATION,C,6800,13.22,0.09,N,3,0,0.07920174440395447
27339,30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,24000,15.96,0.18,Y,6,0,0.05481217920278827
9333,24,56400,RENT,4.0,MEDICAL,D,8000,14.96,0.14,Y,2,1,0.7150838729790604
19464,32,48750,RENT,5.0,DEBTCONSOLIDATION,C,3000,13.49,0.06,N,7,0,0.16920626222156449
28963,29,18000,RENT,3.0,VENTURE,B,1700,11.12,0.09,N,8,0,0.06925593688677183
3428,22,36396,MORTGAGE,6.0,EDUCATION,B,5500,11.12,0.15,N,3,0,0.05793435567337615
14035,25,100000,MORTGAGE,9.0,MEDICAL,A,3275,5.42,0.03,N,2,0,0.018044873676156634
53,23,97000,RENT,7.0,VENTURE,B,30000,10.65,0.31,N,2,1,0.0648886671416161
19570,28,60000,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.49,0.05,N,5,0,0.11616638719753207
24530,29,74000,MORTGAGE,8.0,EDUCATION,B,25000,11.49,0.34,N,6,0,0.08969998165470588
24101,30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,,0.18,N,7,0,0.09869623110919681
3770,25,28008,RENT,5.0,MEDICAL,B,4000,10.0,0.14,N,2,0,0.2089968583982322
3953,25,39600,MORTGAGE,9.0,PERSONAL,B,5000,8.88,0.13,N,3,0,0.049438685760981815
6585,23,49152,RENT,2.0,PERSONAL,A,6000,7.9,0.12,N,3,0,0.07589864498518123
5508,24,63000,RENT,2.0,EDUCATION,A,5000,9.32,0.08,N,4,0,0.0450756222348224
8190,22,56000,MORTGAGE,5.0,MEDICAL,B,12000,10.99,0.21,N,2,0,0.12364708721146328
15516,25,128000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,11.58,0.08,N,2,1,0.044085294756963184
18981,32,101000,RENT,0.0,EDUCATION,D,15000,17.58,0.15,N,8,1,0.48660011871594827
5289,22,50433,RENT,6.0,VENTURE,B,5000,10.71,0.1,N,4,0,0.0559255693877443
9384,25,61800,OWN,1.0,VENTURE,A,4000,7.75,0.06,N,4,0,0.002554968216693002
9049,25,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,3000,14.59,0.05,Y,3,0,0.41080726267998274
14015,25,100000,MORTGAGE,0.0,EDUCATION,A,15000,6.03,0.15,N,3,0,0.014992665026120584
16984,26,72000,MORTGAGE,7.0,MEDICAL,B,16000,10.59,0.22,N,4,0,0.09162653258916298
25922,31,19968,RENT,1.0,EDUCATION,B,2500,9.62,0.13,N,6,1,0.11916469673549417
11745,24,69000,MORTGAGE,1.0,EDUCATION,B,4900,10.96,0.07,N,2,1,0.0244414433154712
19830,35,36000,MORTGAGE,3.0,EDUCATION,B,5000,11.12,0.14,N,6,0,0.053659561495906366
21481,29,48000,MORTGAGE,13.0,PERSONAL,B,20000,,0.42,N,9,0,0.35075771426981905
14094,24,95000,RENT,5.0,VENTURE,B,14000,,0.15,N,2,0,0.045745757643762534
6046,25,85000,RENT,9.0,EDUCATION,A,5750,7.29,0.07,N,4,0,0.029794356515981103
15770,24,170000,MORTGAGE,8.0,EDUCATION,B,5000,11.71,0.03,N,3,0,0.015893050071359337
18256,30,105400,RENT,1.0,DEBTCONSOLIDATION,C,24000,13.11,0.23,Y,6,0,0.18186566471817936
16410,23,40000,RENT,3.0,EDUCATION,B,8000,11.49,0.2,N,2,0,0.18187523384536514
17076,22,68000,MORTGAGE,6.0,VENTURE,A,13000,7.88,0.19,N,4,0,0.024745210829205486
5966,24,48000,OWN,8.0,VENTURE,C,2200,15.27,0.05,Y,4,0,0.006035163169829606
21366,28,30000,RENT,3.0,DEBTCONSOLIDATION,D,5600,14.84,0.19,Y,10,1,0.8802462932986055
30701,36,62000,MORTGAGE,0.0,VENTURE,C,6000,12.99,0.1,N,13,0,0.03571021440815458
2142,23,48000,RENT,1.0,MEDICAL,A,2400,8.49,0.05,N,4,0,0.07332802941505909
30314,36,25000,RENT,2.0,PERSONAL,B,6200,9.91,0.25,N,14,1,0.3678969423957084
22408,27,44400,RENT,7.0,VENTURE,B,7000,10.0,0.16,N,6,0,0.08810278143701368
19780,31,36000,MORTGAGE,,EDUCATION,B,1000,10.59,0.03,N,9,0,0.019438170810569623
18466,30,106000,RENT,9.0,DEBTCONSOLIDATION,C,20000,13.22,0.19,Y,5,0,0.1530104152172648
32026,37,22800,OWN,18.0,EDUCATION,A,7000,6.03,0.31,N,12,0,0.03971894473006408
24527,30,74000,MORTGAGE,0.0,PERSONAL,A,7625,,0.1,N,5,0,0.029494242025999286
5129,23,60000,RENT,2.0,MEDICAL,A,9000,6.17,0.15,N,2,0,0.10980543312136122
17598,21,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,8.9,0.3,N,4,0,0.4049049807545758
13567,25,93600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20000,10.62,0.21,N,3,0,0.06576625968129429
15406,24,103044,MORTGAGE,8.0,MEDICAL,D,11600,15.05,0.1,Y,2,1,0.31088843388963977
18379,34,67000,RENT,7.0,EDUCATION,B,20000,11.71,0.3,N,9,0,0.18530637283322438
7264,25,25000,RENT,3.0,MEDICAL,A,6325,8.9,0.25,N,4,0,0.41097227632635147
24035,28,69000,MORTGAGE,2.0,EDUCATION,A,10000,8.94,0.14,N,8,0,0.02552784077053587
21523,27,30000,RENT,4.0,VENTURE,C,6000,14.65,0.2,Y,9,0,0.24077293162405294
10002,25,59000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,3600,12.98,0.06,N,3,1,0.08127129377739646
29870,38,65000,RENT,4.0,HOMEIMPROVEMENT,C,4500,13.43,0.07,N,12,0,0.17543540670539057
17019,22,72000,MORTGAGE,6.0,MEDICAL,A,5000,6.54,0.07,N,2,0,0.02778230342963226
9229,25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,10.83,0.17,N,4,0,0.10879640090134425
10237,23,54000,RENT,2.0,PERSONAL,F,9600,20.62,0.18,Y,2,1,0.8390187287691184
2974,23,29000,MORTGAGE,7.0,PERSONAL,A,6000,7.88,0.21,N,2,1,0.09594432740468813
22901,30,28800,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.73,0.28,N,10,0,0.6812953085445606
20134,35,38400,MORTGAGE,0.0,EDUCATION,A,5000,,0.13,N,9,0,0.04170326150524914
8169,23,42000,RENT,1.0,VENTURE,B,7325,12.69,0.17,N,3,0,0.12387501767645746
4205,22,35000,RENT,2.0,VENTURE,C,4500,14.27,0.13,Y,2,0,0.1296772481780185
1943,23,30000,OWN,,VENTURE,A,7000,7.49,0.23,N,3,0,0.015542838914150002
15130,24,123000,MORTGAGE,6.0,PERSONAL,B,4750,10.99,0.04,N,3,0,0.021867406201002765
20619,31,24000,RENT,0.0,DEBTCONSOLIDATION,A,9925,6.62,0.41,N,6,1,0.8028355658377939
4232,23,41000,RENT,6.0,PERSONAL,C,4500,12.99,0.11,N,4,0,0.14692908642715413
30509,41,57000,MORTGAGE,11.0,PERSONAL,A,10000,7.51,0.18,N,12,0,0.04126216113577774
3595,25,37560,OWN,4.0,HOMEIMPROVEMENT,B,5000,10.99,0.13,N,3,0,0.025904858866468553
8679,26,31000,RENT,5.0,HOMEIMPROVEMENT,C,8000,14.27,0.26,Y,3,1,0.6371108503515894
9202,22,60000,MORTGAGE,6.0,MEDICAL,C,9000,13.79,0.15,Y,2,0,0.11436343712358032
10399,25,67200,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3250,11.49,0.05,N,2,0,0.053433609847427586
10341,25,67000,MORTGAGE,3.0,PERSONAL,A,3000,7.9,0.04,N,3,0,0.01699871468955141
19855,35,36000,OWN,3.0,VENTURE,B,8000,12.53,0.22,N,10,0,0.02095832955620027
30223,39,44500,RENT,5.0,MEDICAL,A,6000,7.88,0.13,N,17,0,0.11965808025154276
3516,21,34500,RENT,5.0,EDUCATION,A,10500,8.49,0.3,N,3,1,0.2942289680834343
1392,22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0.03,N,4,0,0.07303988610324914
3474,22,29950,RENT,0.0,HOMEIMPROVEMENT,D,10750,14.11,0.36,N,3,1,0.9773404455669965
18803,27,27000,MORTGAGE,4.0,VENTURE,A,4300,5.99,0.16,N,6,0,0.03449860701899369
467,23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0.2,N,2,0,0.11936262616441744
25497,31,73000,MORTGAGE,4.0,HOMEIMPROVEMENT,F,16000,19.41,0.22,Y,6,1,0.776692195315868
6118,21,18996,RENT,0.0,DEBTCONSOLIDATION,A,6000,,0.32,N,4,1,0.7279282432077072
4917,23,40000,RENT,0.0,EDUCATION,B,5000,12.42,0.13,N,4,0,0.12008439006993032
16471,23,34800,RENT,0.0,HOMEIMPROVEMENT,B,7000,11.99,0.2,N,3,1,0.40430489408843934
2010,23,37148,RENT,4.0,EDUCATION,D,14000,14.42,0.38,N,3,1,0.9382605434984835
22727,27,51600,MORTGAGE,2.0,VENTURE,D,13650,16.29,0.26,N,9,1,0.5723034722924117
24167,27,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8000,14.46,0.11,N,7,0,0.4904121307003041
23801,27,41400,RENT,2.0,DEBTCONSOLIDATION,B,9600,,0.23,N,5,0,0.3968694695200265
22794,30,58000,MORTGAGE,2.0,MEDICAL,A,13200,,0.23,N,10,0,0.12305479421373265
7802,24,39996,RENT,1.0,MEDICAL,C,7000,13.11,0.18,N,3,0,0.3566821211850113
2272,21,40800,RENT,3.0,MEDICAL,C,13000,13.57,0.32,Y,2,1,0.6440354858601508
976,24,44000,RENT,6.0,VENTURE,B,18000,12.18,0.41,N,2,1,0.49011061069025474
22620,28,34200,RENT,8.0,PERSONAL,A,7500,8.94,0.22,N,7,0,0.20126605648575047
22397,27,55000,OWN,3.0,EDUCATION,C,4500,13.49,0.08,N,8,0,0.00888099520772763
26712,27,48192,RENT,12.0,DEBTCONSOLIDATION,A,2000,7.66,0.04,N,9,0,0.06597268729550629
21488,29,22500,RENT,1.0,EDUCATION,B,6000,11.83,0.27,N,9,0,0.4137502310307362
28542,28,82300,RENT,3.0,VENTURE,A,3600,9.63,0.04,N,6,0,0.0251555035467018
12804,26,41000,RENT,8.0,DEBTCONSOLIDATION,B,3000,12.42,0.07,N,3,0,0.14141170138081857
11091,24,48000,RENT,7.0,PERSONAL,C,10000,14.22,0.21,Y,4,0,0.2722464628757313
30399,37,60000,RENT,1.0,PERSONAL,B,6400,9.64,0.11,N,12,0,0.0855022040894634
21019,27,38000,RENT,5.0,EDUCATION,A,8500,6.99,0.22,N,10,0,0.13898412726183657
18369,29,65000,RENT,3.0,HOMEIMPROVEMENT,A,20000,8.9,0.31,N,10,1,0.3272453772621104
9071,22,60000,RENT,6.0,MEDICAL,C,8000,14.72,0.13,Y,2,0,0.21246137367765305
15259,26,127000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,0.05,N,3,0,0.009014544687982337
29269,47,18000,MORTGAGE,,PERSONAL,A,3000,5.42,0.17,N,12,1,0.06457576470769355
17784,23,50400,MORTGAGE,7.0,VENTURE,B,2500,10.99,0.05,N,2,0,0.017156693012011837
3360,21,41808,RENT,5.0,EDUCATION,E,11000,17.19,0.26,Y,3,0,0.8678860333272836
15561,23,145000,OWN,7.0,EDUCATION,B,20800,11.83,0.14,N,4,0,0.002671393898786628
455,25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0.18,N,2,0,0.0398271116159728
21182,29,67027,RENT,,MEDICAL,A,5000,7.51,0.06,N,10,1,0.05877816076880915
4157,25,40000,MORTGAGE,2.0,PERSONAL,B,4500,10.99,0.11,N,3,0,0.05141997745609031
24664,28,68496,RENT,8.0,PERSONAL,B,10000,,0.15,N,5,0,0.10032212595258352
1568,25,32000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.29,0.05,N,3,0,0.08518517786949756
10536,24,68400,OWN,8.0,MEDICAL,A,6000,6.54,0.09,N,4,0,0.006659075826941971
10968,24,70000,MORTGAGE,9.0,MEDICAL,A,7500,8.32,0.11,N,2,0,0.03863183787819856
29222,37,174996,MORTGAGE,11.0,MEDICAL,C,6500,13.35,0.04,Y,17,0,0.03947563451813776
19058,31,30000,RENT,1.0,HOMEIMPROVEMENT,B,2050,8.88,0.07,N,7,1,0.13683766544674827
31494,39,100000,MORTGAGE,5.0,VENTURE,B,12000,,0.12,N,13,0,0.016823804084363198
933,22,24000,OWN,5.0,MEDICAL,B,8000,9.91,0.33,N,2,0,0.1602720803697596
14382,22,105000,MORTGAGE,6.0,MEDICAL,B,12800,11.83,0.12,N,2,0,0.04265333085346776
13140,24,65450,MORTGAGE,8.0,MEDICAL,D,5000,16.77,0.06,N,4,1,0.3766236953181102
25747,34,90000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7000,5.79,0.08,N,8,0,0.030101247250549443
15624,22,87000,RENT,6.0,PERSONAL,B,15000,10.62,0.17,N,2,0,0.08183621769903819
31483,41,98004,MORTGAGE,25.0,DEBTCONSOLIDATION,C,12000,13.57,0.12,N,15,0,0.05775024645085872
2805,24,34600,MORTGAGE,2.0,DEBTCONSOLIDATION,A,4000,5.42,0.12,N,2,0,0.06354550352792102
24553,32,74280,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6400,,0.09,N,10,0,0.06097253655890624
12842,22,85000,MORTGAGE,2.0,VENTURE,A,6000,7.88,0.07,N,2,0,0.01164947069314504
10125,24,70446,RENT,1.0,PERSONAL,A,9550,7.49,0.14,N,3,0,0.06895863839723478
29244,37,160000,MORTGAGE,3.0,PERSONAL,A,24000,6.54,0.15,N,15,0,0.008049044995780153
27535,33,148000,MORTGAGE,17.0,VENTURE,C,8000,13.98,0.05,Y,5,0,0.013926669688469258
14257,25,102211,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000,11.58,0.15,N,2,0,0.05988492815692793
9839,24,65000,MORTGAGE,2.0,VENTURE,B,12000,12.69,0.18,N,4,0,0.04199747370358113
21691,33,50000,OWN,5.0,EDUCATION,A,8300,,0.17,N,7,0,0.01014422754515366
25544,32,86000,MORTGAGE,4.0,MEDICAL,A,8400,6.62,0.1,N,8,0,0.029600033510812838
8158,22,45999,RENT,1.0,VENTURE,A,7300,7.88,0.16,N,2,0,0.06859351988683157
25440,30,71000,RENT,2.0,HOMEIMPROVEMENT,A,12000,8.9,0.17,N,8,0,0.1538987002254635
7726,25,54499,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,9.63,0.22,N,4,0,0.13780511992904132
14847,24,26400,OWN,4.0,VENTURE,A,9600,7.49,0.36,N,2,0,0.06139086175688752
2241,24,31000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.42,0.26,N,4,0,0.21319921822274898
19529,29,34000,OWN,2.0,VENTURE,E,14400,16.0,0.42,Y,7,0,0.7106770015947161
7367,23,52800,MORTGAGE,7.0,EDUCATION,B,2625,11.71,0.05,N,3,0,0.022945020727587685
25948,31,93000,OWN,4.0,EDUCATION,B,10000,,0.11,N,6,0,0.004992822653602184
11115,24,72000,MORTGAGE,8.0,MEDICAL,C,6000,13.49,0.08,N,2,0,0.06590186454781619
21715,29,50000,OWN,8.0,HOMEIMPROVEMENT,B,9725,12.12,0.19,N,6,0,0.03559184182728154
130,24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,0.57,N,2,1,0.9935794536320822
29258,38,60000,RENT,2.0,PERSONAL,C,24000,13.85,0.4,N,16,1,0.5282597915364357
3581,25,54000,RENT,1.0,PERSONAL,A,3600,,0.07,N,3,1,0.06512961285268501
15098,25,121000,MORTGAGE,1.0,EDUCATION,B,3600,11.83,0.03,N,3,0,0.019021736387043558
32488,51,68000,RENT,5.0,PERSONAL,D,12000,16.77,0.18,N,28,0,0.6731341893907816
31725,40,115000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.11,0.09,N,11,1,0.03935531986684287
26683,30,110000,MORTGAGE,0.0,MEDICAL,A,6000,6.92,0.05,N,8,0,0.022380383233512248
20403,29,49362,RENT,3.0,HOMEIMPROVEMENT,C,4500,12.61,0.09,N,6,1,0.20851600324414102
10257,24,66000,MORTGAGE,8.0,MEDICAL,A,15000,6.54,0.23,N,4,0,0.07274928586423447
24605,33,75000,MORTGAGE,6.0,MEDICAL,A,6000,7.51,0.08,N,8,0,0.029875411560328288
27587,29,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10700,14.22,0.07,N,9,0,0.058784831297496426
9320,25,61000,MORTGAGE,4.0,EDUCATION,A,7000,5.79,0.11,N,4,0,0.01818048428359947
11668,24,75000,MORTGAGE,8.0,EDUCATION,A,5000,6.76,0.07,N,4,0,0.013863993063845805
15910,23,70000,RENT,3.0,PERSONAL,B,19425,11.11,0.28,N,3,0,0.20003058114671093
27769,31,200000,OWN,4.0,HOMEIMPROVEMENT,B,23500,10.99,0.12,N,5,0,0.004034629434362835
4292,26,40000,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0.15,N,4,0,0.10222282316380925
25234,28,81996,MORTGAGE,12.0,EDUCATION,B,3000,12.42,0.04,N,5,0,0.01957384760559568
21238,31,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,9500,16.77,0.24,N,10,1,0.8336258743045316
19195,29,30156,OWN,,VENTURE,A,7000,6.99,0.23,N,10,0,0.014941048340538448
20649,32,28800,RENT,16.0,MEDICAL,B,5000,10.59,0.17,N,9,0,0.23936151616973012
16289,25,30000,RENT,4.0,EDUCATION,C,2000,14.22,0.07,N,2,0,0.10091381979357276
5671,22,45975,MORTGAGE,6.0,MEDICAL,B,10375,,0.23,N,4,0,0.17569187798898162
24508,30,73524,MORTGAGE,2.0,EDUCATION,D,10000,14.74,0.14,N,8,0,0.3211326712452553
20050,32,68000,RENT,9.0,VENTURE,D,3800,16.89,0.06,Y,8,0,0.3625594776196742
4091,22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0.05,N,2,0,0.03859829306204364
5365,21,45000,MORTGAGE,5.0,MEDICAL,B,3000,10.99,0.07,N,4,0,0.05450450490263389
22715,28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0.4,N,7,0,0.2137622192805103
5122,23,60000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0.15,N,3,0,0.14313816213087066
5079,23,48000,RENT,7.0,VENTURE,B,5000,8.7,0.1,N,3,0,0.047533952750097
32148,38,30000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,10000,11.22,0.33,Y,14,0,0.5407266236222147
22934,34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,,0.23,N,10,0,0.3671457175937732
10553,23,68500,MORTGAGE,7.0,EDUCATION,C,4200,11.66,0.06,Y,4,0,0.027121102438625238
30556,45,59000,MORTGAGE,5.0,MEDICAL,A,9000,7.9,0.15,N,16,0,0.05310904310767429
8867,22,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,7.49,0.25,N,4,0,0.12388432504701596
7820,25,55000,MORTGAGE,6.0,PERSONAL,C,15000,15.27,0.27,N,3,0,0.19551118549836055
27758,34,195000,MORTGAGE,18.0,PERSONAL,A,6000,6.92,0.03,N,10,0,0.009687232519222023
470,25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0.23,N,4,0,0.1833786238941628
1255,22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0.28,N,4,0,0.18361484121390304
27553,32,150000,MORTGAGE,17.0,VENTURE,C,12000,12.99,0.08,Y,9,0,0.012846076007725001
19999,29,52000,RENT,4.0,PERSONAL,B,3600,11.71,0.07,N,8,0,0.0773045209412694
18815,29,55000,RENT,3.0,PERSONAL,B,1200,9.99,0.02,N,6,0,0.04753027100931375
25406,32,84996,MORTGAGE,5.0,MEDICAL,B,20000,8.88,0.24,N,5,0,0.0721213532307758
22639,29,56500,MORTGAGE,13.0,MEDICAL,A,14750,,0.26,N,8,0,0.1315211669464374
15407,25,65000,RENT,9.0,EDUCATION,E,15000,16.32,0.23,N,2,0,0.7311761844122532
27440,33,140000,MORTGAGE,14.0,MEDICAL,A,9600,6.91,0.07,N,10,0,0.017088509612681185
26866,27,115000,MORTGAGE,4.0,MEDICAL,C,9600,12.87,0.08,N,9,0,0.049464806739843
13907,25,54000,RENT,2.0,PERSONAL,B,14000,10.99,0.26,N,4,0,0.2499672297129007
12334,25,80000,OWN,6.0,EDUCATION,B,25000,11.48,0.31,N,4,0,0.014212956461703072
14776,24,115000,MORTGAGE,3.0,VENTURE,A,15000,6.03,0.13,N,2,0,0.008849408463493552
21148,35,70000,RENT,9.0,VENTURE,A,5000,7.74,0.07,N,6,0,0.02469956750709294
12119,24,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,18000,7.9,0.23,N,2,0,0.07506519469515764
21884,27,50000,OWN,9.0,EDUCATION,A,3000,7.75,0.06,N,6,0,0.003209573333507478
11505,24,75000,MORTGAGE,7.0,EDUCATION,A,8500,6.99,0.11,N,3,0,0.016621897648671544
16869,22,34560,RENT,2.0,HOMEIMPROVEMENT,E,1200,19.29,0.03,N,2,1,0.7408810709829368
32300,51,667680,MORTGAGE,19.0,PERSONAL,C,10000,13.98,0.01,Y,22,0,0.020891578287632755
28361,31,101000,RENT,3.0,DEBTCONSOLIDATION,A,20000,7.9,0.2,N,5,0,0.0943364290797215
12473,24,81996,MORTGAGE,4.0,EDUCATION,A,14000,7.88,0.17,N,3,0,0.02284215952682691
17027,23,74800,MORTGAGE,7.0,MEDICAL,D,15000,16.0,0.17,N,2,1,0.463782014411001
26521,30,105000,MORTGAGE,14.0,MEDICAL,B,7725,,0.07,N,9,0,0.0318061003078071
22464,29,85000,RENT,3.0,EDUCATION,A,7000,6.92,0.08,N,8,0,0.03128253771835794
28199,32,46000,RENT,4.0,MEDICAL,A,9000,7.51,0.2,N,5,0,0.1960777154669226
9940,23,65000,MORTGAGE,7.0,MEDICAL,A,7000,6.99,0.11,N,4,0,0.038096940478242636
19407,32,33000,MORTGAGE,2.0,MEDICAL,A,5000,6.17,0.15,N,7,0,0.07212810472382523
4132,23,50000,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0.09,N,2,0,0.11015885318878538
27780,29,201000,MORTGAGE,0.0,VENTURE,B,18000,11.83,0.09,N,10,0,0.008177650948829624
13240,24,28800,RENT,5.0,MEDICAL,B,12250,9.99,0.43,N,4,1,0.8344962907419899
7027,26,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.17,0.24,N,4,0,0.13208673571563392
18003,31,200000,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0.15,N,5,0,0.008323194783064631
